"","name.x","name_match","id_match","X1860.1864","X1864.1866","X1866.1868","X1868.1871","X1871.1875","X1875.1879","X1879.1883","X1883.1884","X1884.1886","X1886.1887","X1887.1888","X1888.1891","X1891.1894","X1894.1897","X1897.1901","X1901.1905","X1905.1909","X1909.1913","X1913.1917","X1917.1918","X1918.1922","name.y","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","begin periode","einde periode","year","month","day","re","dugobo","fogobo","duprbo","foprbo","dush","fosh","cash","misc","debt","ta11","tl11","nw11","ta0","tl0","nw0","function","yod","placeofd","yob","aod","polparty","poldir","activityst","activityend","beginyr","endyr","tenure","w_deflated","w_deflated2","harnas2","harnas5"
"348","Frederik Herman de Mont� VerLoren","Frederik Herman Mont� VerLoren","00940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Frederik Herman Monté VerLoren","Monté VerLoren","F.H.","Frederik Herman",NA,"de","m","ARP","1909-11-10","1925-04-29","1925","04","29",5,21383,2616,19837,2647,25285.3,1305,507,8099,-2723.31,80113.66,-18043.65,62070.01,80113.66,-18043.65,62070.01,"2e kamerlid",1925,"zh",1861,64,"ARP","conservatief","10-11-1909","29-04-1925",1909,1925,16,42086.143278306,42086.143278306,1,1
"349","Maarten Iman Willem Jacob Bijleveld","Maarten Iman Willem Jacob Bijleveld","00248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Maarten Iman Willem Jacob Bijleveld","Bijleveld","M.I.W.J.","Maarten Iman Willem Jacob",NA,NA,"m","Vrijheidsbond","1921-05-10","1922-06-23","1922","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Pieter Hendrik Taets van Amerongen tot Natewisch","Pieter Hendrik Taets van Amerongen tot Natewisch","01337",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pieter Hendrik Taets van Amerongen tot Natewisch","Taets van Amerongen tot Natewisch","P.H.","Pieter Hendrik",NA,"baron","m","conservatief","1850-10-07","1873-02-22","1873","02","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Petrus van den Heuvel","Petrus Heuvel","00573",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Petrus Heuvel","Heuvel","P.","Petrus",NA,"van den","m","'pragmatisch' liberaal;conservatief (katholiek)","1853-06-14","1877-09-30","1877","09","30",5000,8708,23390,11780,0,0,0,494,3318,-1772,52691,-531.2,52159.8,26345.5,-1550.6,24784.9,"2e kamerlid, gedeputeerde",1898,"nb",1812,86,"'pragmatisch' liberaal;conservatief (katholiek)","liberal","14-06-1853","1890",1853,1890,37,27851.8835151297,58614.2640790345,0,0
"352","Thomas Joannes Stieltjes sr.","Thomas Johannes Stieltjes","01303",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thomas Johannes Stieltjes","Stieltjes","Th.J.","Thomas Johannes",NA,NA,"m","liberaal","1866-11-22","1878-06-22","1878","06","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2e kamerlid",1878,"zh",1819,59,"liberaal","liberal","22-11-1866","22-06-1878",1866,1878,12,0,0,1,1
"353","Binnert Philip van Harinxma thoe Slooten","Binnert Philip Harinxma thoe Slooten","00520",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Binnert Philip Harinxma thoe Slooten","Harinxma thoe Slooten","B.Ph.","Binnert Philip",NA,"baron van","m","liberaal","1873-09-15","1878-08-21","1878","08","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Warmold Albertinus van der Feltz","Warmold Albertinus Feltz","00400",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Warmold Albertinus Feltz","Feltz","W.A.","Warmold Albertinus",NA,"baron van der","m","liberaal;Liberale Unie","1877-12-17","1894-03-19","1894","03","19",258705,46919.9,96603.765,148783.135,32028.125,93930.925,4978.15,1073.36,22919.75,-6793.175,703871.52,-4722.585,699148.935,703871.52,-4722.585,699148.935,"2e kamerlid",1910,"dr",1824,86,"liberaal;Liberale Unie","liberal","17-12-1877","19-03-1894",1877,1894,17,718305.99417394,718305.99417394,0,0
"355","Hendrik Colijn","Hendrikus Colijn","00263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Hendrikus Colijn","Colijn","H.","Hendrikus","Hendrik",NA,"m","ARP","1909-11-09","1937-06-24","1937","06","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Augustinus Bernardus Gijsbertus Maria van Rijckevorsel","Augustinus Bernardus Gijsbertus Maria Rijckevorsel","01157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Augustinus Bernardus Gijsbertus Maria Rijckevorsel","Rijckevorsel","A.B.G.M.","Augustinus Bernardus Gijsbertus Maria",NA,"van","m","Algemeene Bond (RKSP)","1916-09-28","1928-09-17","1928","09","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Hendrik Albeda","Hendrik Albeda","00012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Hendrik Albeda","Albeda","H.","Hendrik",NA,NA,"m","Vrijheidsbond","1921-11-09","1922-06-23","1922","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Peter Marius Tutein Nolthenius","Peter Marius Tutein Nolthenius","01382",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Peter Marius Tutein Nolthenius","Tutein Nolthenius","P.M.","Peter Marius",NA,NA,"m","conservatief","1855-05-08","1864-09-18","1864","09","18",83462,0,88925,58871,79548,77383,25621,2856,7416,-1560.96,425677.64,-1560.96,422108.67,425677.64,-1560.96,422108.67,"2e kamerlid",1896,"ge",1814,82,"conservatief","conservatief","08-05-1855","18-09-1864",1855,1864,9,495053.172245362,495053.172245362,0,0
"359","Gerard Dumbar ","Gerard Dumbar","00350",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gerard Dumbar","Dumbar","G.","Gerard",NA,NA,"m","Thorbeckiaan","1862-05-08","1873-09-14","1873","09","14",223965,49547,69969,89725.5,15203,18191,5077,2117,27678,-3032.59,509317.49,-3032.59,506884.9,509334.6,-3032.59,506302.01,"1e kamerlid, 2e kamerlid",1878,"ov",1815,63,"liberaal","liberal","08-05-1862","31-07-1878",1862,1878,16,435395.059600953,435896.31660029,1,1
"360","Hendrik Anthon van Rappard","Hendrik Anthon Rappard","01083",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hendrik Anthon Rappard","Rappard","H.A.","Hendrik Anthon",NA,"ridder van","m","conservatief","1866-11-19","1877-09-16","1877","09","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2e kamerlid",1877,"ge",1824,53,"conservatief","conservatief","19-11-1866","16-09-1877",1866,1877,11,0,0,1,1
"361","Jan Messchert van Vollenhoven","Jan Messchert van Vollenhoven","00909",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jan Messchert van Vollenhoven","Messchert van Vollenhoven","J.","Jan",NA,NA,"m","conservatief","1873-09-16","1877-09-15","1877","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Roeland van de Werk","Roeland Werk","01522",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Roeland Werk","Werk","R.","Roeland",NA,"van de","m","liberaal","1878-05-13","1884-05-27","1884","05","27",75283,158680,1319,14442,2605,93530,2547,1530,12678,-171044.33,363045.16,-171044.33,96000.41,363045.16,-171044.33,96000.41,"2e kamerlid",1926,"nh",1841,85,"liberaal","liberal","13-05-1878","27-05-1884",1878,1884,6,66403.8151716889,66403.8151716889,0,0
"363","Jan Albert van Gilse","Jan Albert Gilse","00461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Jan Albert Gilse","Gilse","J.A.","Jan Albert",NA,"van","m","vrijzinnig-democratische kamerclub","1897-11-16","1901-09-16","1901","09","16",0,104,1929,2600,110,621,0,110,1130,-6000,6607.44,-6000,303.72,6607.44,-6000,303.72,"2e kamerlid",1915,"zh",1843,72,"vrijzinnig-democratische kamerclub","socialist","16-11-1897","16-09-1901",1897,1901,4,250.768116314048,250.768116314048,0,0
"364","Coenraad van der Voort van Zijp","Coenraad Voort van Zijp","01470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Coenraad Voort van Zijp","Voort van Zijp","C.","Coenraad",NA,"van der","m","ARP","1908-03-19","1925-09-14","1925","09","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Hendrik Goeman Borgesius","Hendrik Goeman Borgesius","00469",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Hendrik Goeman Borgesius","Goeman Borgesius","H.","Hendrik","Hendrik",NA,"m","liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub","1877-11-19","1917-01-17","1917","01","17",0,3527,75690,146919,71952,72583,52999.5,7740,35899,-8097.76,248711.86,-711.1,248000.76,241571.07,-4404.43,237166.64,"2e kamerlid, minister",1917,"zh",1847,70,"Liberale Unie","liberal","19-11-1877","17-01-1917",1877,1917,40,172675.919320965,180564.008602973,1,1
"366","Jan Willem IJzerman","Jan Willem IJzerman","01589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"Jan Willem IJzerman","IJzerman","J.W.","Jan Willem",NA,NA,"m","Liberale Unie","1905-09-19","1918-09-16","1918","09","16",98000,0,8925,188028,30977,126790,1400,175,7060,-254238.31,458894.6,-251738.31,145009.4,391226.22,-176216.82,215009.4,"2e kamerlid",1932,"zh",1851,81,"Liberale Unie","liberal","19-09-1905","16-09-1918",1905,1918,13,169954.60156236,114622.964390379,0,0
"367","Willem Frederik Carel van Lidth de Jeude","Willem Frederik Carel Lidth de Jeude","00814",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Willem Frederik Carel Lidth de Jeude","Lidth de Jeude","W.F.C.","Willem Frederik Carel",NA,"van","m","conservatief","1860-11-12","1869-09-19","1869","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Rapha�l Alexander Johannes Boudewinus Maria van Nispen van Sevenaer","Rapha�l Alexander Johannes Boudewinus Maria Nispen van Sevenaer","00978",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Raphaël Alexander Johannes Boudewinus Maria Nispen van Sevenaer","Nispen van Sevenaer","R.A.J.B.M.","Raphaël Alexander Johannes Boudewinus Maria",NA,"van","m","conservatief (katholiek)","1875-08-10","1875-09-19","1875","09","19",295413,6626,15977,74580,15557,198628,0,4630,21728,-241149.62,464133.4,-39639.74,424493.66,464133.4,-39639.74,424493.66,"2e kamerlid",1885,"ge",1835,50,"conservatief (katholiek)","conservatief","10-08-1875","19-09-1875",1875,1875,0,437837.391967674,437837.391967674,0,0
"369","Justus Dirks","Justus Dirks","00316",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Justus Dirks","Dirks","J.","Justus",NA,NA,"m","liberaal","1881-03-04","1886-05-17","1886","05","17",0,31280,5,8016.8,0,1196,0,480,2623,-1870,44096,-2153,20293,27137,-1755,25382,"2e kamerlid",1886,"zh",1825,61,"liberaal","liberal","04-03-1881","17-05-1886",1881,1886,5,27292.7556687337,21820.6560076279,1,1
"370","Christianus Joannes Antonius Heydenrijck","Christianus Joannes Antonius Heydenrijck","00578",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Christianus Joannes Antonius Heydenrijck","Heydenrijck","Ch.J.A.","Christianus Joannes Antonius",NA,NA,"m","'pragmatisch' liberaal;liberaal;conservatief (katholiek);Bahlmanniaan ('Centrum')","1862-07-09","1883-05-10","1883","05","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","Isa�c Dignus Fransen van de Putte","Isa�c Dignus Fransen van de Putte","00421",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Isaäc Dignus Fransen van de Putte","Fransen van de Putte","I.D.","Isaäc Dignus",NA,NA,"m","Puttianen;liberaal","1862-04-24","1880-08-02","1880","08","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Jan van Gennep","Jan Gennep","00444",0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,"Jan Gennep","Gennep","J.","Jan",NA,"van","m","liberaal;Liberale Unie;oud- of vrije liberalen","1878-11-19","1897-04-06","1897","04","06",12000,625,5083,1802,123,28830,157,3000,3336,-35405.24,54889.76,-35405.24,19454.52,54889.76,-35405.24,19484.52,"1e kamerlid, 2e kamerlid",1911,"zh",1830,81,"liberaal","liberal","19-11-1878","06-04-1897",1878,1897,19,19206.4056929936,19176.8339010895,0,0
"373","Abraham Kuyper","Abraham Kuyper","00766",0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,"Abraham Kuyper","Kuyper","A.","Abraham","Abraham",NA,"m","antirevolutionair;ARP","1874-03-20","1912-09-17","1912","09","17",0,59124,12954,63495,25620,17815,0,272,45185,-29872.81,225543,-29872.81,195770.4,225893,-29873,196020,"1e kamerlid, 2e kamerlid, minister",1920,"zh",1837,83,"ARP","conservatief","20-03-1874","21-09-1920",1874,1920,46,112403.968749213,112260.840340889,1,1
"374","Max Charles Emile Bongaerts","Max Charles Emile Bongaerts","00157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Max Charles Emile Bongaerts","Bongaerts","M.Ch.E.","Max Charles Emile","Max",NA,"m","Algemeene Bond (RKSP);RKSP","1913-09-16","1945-10-05","1945","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Wesselius Marcus Houwing","Wesselius Marcus Houwing","00609",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Wesselius Marcus Houwing","Houwing","W.M.","Wesselius Marcus",NA,NA,"m","Liberale Unie;vooruitstrevende kamerclub;'club-Pyttersen';vrijzinnig-democratische kamerclub","1891-09-15","1901-09-16","1901","09","16",23373.25,4575,16933.25,43022,0,500,0,1500,3000,-500,92856.92,-500,45950.43,46453.46,-500,45953.46,"2e kamerlid",1907,"nh",1831,76,"Liberale Unie;vooruitstrevende kamerclub;'club-Pyttersen';vrijzinnig-democratische kamerclub","liberal","15-09-1891","16-09-1901",1891,1901,10,44275.4158932894,44272.496537268,0,0
"376","Joost Adriaan van Hamel","Joost Adriaan Hamel","00518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Joost Adriaan Hamel","Hamel","J.A.","Joost Adriaan",NA,"van","m","Liberale Unie","1917-04-25","1918-09-16","1918","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Bernard Pieter Gesinus van Diggelen","Bernard Pieter Gesinus Diggelen","00313",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bernard Pieter Gesinus Diggelen","Diggelen","B.P.G.","Bernard Pieter Gesinus",NA,"van","m","'pragmatisch' liberaal","1859-09-20","1864-09-18","1864","09","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Lucas Oldenhuis Gratama","Lucas Oldenhuis Gratama","00998",0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Lucas Oldenhuis Gratama","Oldenhuis Gratama","L.","Lucas",NA,NA,"m","liberaal","1867-10-14","1886-02-19","1886","02","19",185145,14103,0,8150.84,1200,1656,0,564,1301,-10266,217140,-9174.64,129308,135712,-5734.15,129308,"2e kamerlid",1887,"dr",1815,72,"liberaal","liberal","14-10-1867","19-02-1886",1867,1886,19,136267.376297046,136267.376297046,1,1
"379","Jan Harte van Tecklenburg","Joannes Josephus Ignatius Harte van Tecklenburg","00522",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,"Joannes Josephus Ignatius Harte van Tecklenburg","Harte van Tecklenburg","J.J.I.","Joannes Josephus Ignatius","Jan",NA,"m","Bahlmanniaan ('Centrum') ;Rooms-Katholieken","1888-05-01","1901-07-31","1901","07","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2e kamerlid, minister",1937,"zh",1853,84,"Rooms-Katholieken","conservatief","01-05-1888","15-08-1905",1888,1905,17,NA,NA,0,0
"380","Asser Benjamin Kleerekoper","Asser Benjamin Kleerekoper","00702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Asser Benjamin Kleerekoper","Kleerekoper","A.B.","Asser Benjamin",NA,NA,"m","SDAP","1913-09-16","1931-09-17","1931","09","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Cornelis Lely","Cornelis Lely","00802",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,"Cornelis Lely","Lely","C.","Cornelis",NA,NA,"m","vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub;Liberale Unie;Vrijheidsbond","1894-05-16","1922-06-23","1922","06","23",0,4058,2769,43907,11937,22433,9255,1710,5969,-2036.35,102094.76,-2036.35,100058.41,102094.75,-2056.55,100058.41,"1e kamerlid, 2e kamerlid, minister",1929,"zh",1854,75,"Liberale Unie","liberal","21-08-1891","23-06-1922",1891,1922,31,69210.7477875675,69210.7477875675,0,0
"382","Albertus Jacobus Duymaer van Twist","Albertus Jacobus Duymaer van Twist","00353",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Albertus Jacobus Duymaer van Twist","Duymaer van Twist","A.J.","Albertus Jacobus",NA,NA,"m","moderaat of gematigd liberaal;'pragmatisch' liberaal","1843-10-16","1862-09-14","1862","09","14",145645,1000,101025,9800,27112,123890,66400,7442,20873,-1408.34,280174.25,-1408.34,279721.15,281629.49,-1700.34,279721.15,"1e kamerlid, 2e kamerlid",1887,"ov",1809,78,"'pragmatisch' liberaal;liberaal","liberal","16-10-1843","12-10-1881",1843,1881,38,294775.784988495,294775.784988495,0,0
"383","Anthony Hoynck van Papendrecht ","Anthony Hoynck van Papendrecht","00611",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anthony Hoynck van Papendrecht","Hoynck van Papendrecht","A.","Anthony",NA,NA,"m","Thorbeckiaan","1854-09-18","1866-09-18","1866","09","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2e kamerlid",1877,"zh",1819,58,"Thorbeckiaan","liberal","18-09-1854","18-09-1866",1854,1866,12,0,0,0,0
"384","Willem van der Hucht","Guillaume Louis Jacques Hucht","00614",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Guillaume Louis Jacques Hucht","Hucht","G.L.J.","Guillaume Louis Jacques",NA,"van der","m","conservatief","1866-11-20","1871-09-17","1871","09","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","Johannes Petrus Smeele","Johannes Petrus Smeele","01268",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Johannes Petrus Smeele","Smeele","J.P.","Johannes Petrus",NA,NA,"m","Bahlmanniaan ('Centrum')","1886-07-21","1887-08-16","1887","08","16",0,0,7728,615,0,0,0,400,321,-3104.32,11115.87,-3104.32,3465.77,5557.93,-1992.11,3565.77,"2e kamerlid",1888,"zh",1832,56,"Bahlmanniaan ('Centrum')","conservatief","21-07-1886","16-08-1887",1886,1887,1,3823.91874264265,3716.67910737053,1,1
"386","Lodewijk Duymaer van Twist","Lodewijk Franciscus Duymaer van Twist","00354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"Lodewijk Franciscus Duymaer van Twist","Duymaer van Twist","L.F.","Lodewijk Franciscus",NA,NA,"m","ARP","1901-09-17","1946-06-03","1946","06","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Fridolin Marinus Kneubel","Fridolin Marinus Knobel","00709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Fridolin Marinus Knobel","Knobel","F.M.","Fridolin Marinus",NA,NA,"m","Vrij-Liberalen","1913-09-16","1918-09-16","1918","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Nicolaas Oosterbaan ","Nicolaas Oosterbaan","01003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Nicolaas Oosterbaan","Oosterbaan","N.","Nicolaas",NA,NA,"m","ARP","1909-09-21","1917-07-26","1917","07","26",14018,9063,431,11323,0,1339,0,600,4089,-890,12556,-263,5404,6351,-874,5477,"2e kamerlid",1917,"ge",1863,54,"ARP","conservatief","21-09-1909","26-07-1917",1909,1917,8,3987.68566321523,3934.53593646432,1,1
"389","Norbertus Reinerus Henricus Gulj�","Norbertus Reinerus Henricus Gulj�","00497",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Norbertus Reinerus Henricus Guljé","Guljé","N.R.H.","Norbertus Reinerus Henricus",NA,NA,"m","Thorbeckiaan","1862-04-24","1871-09-17","1871","09","17",10675,2328,14875,78388,-20046,56,340,6050,15140.2,-25783.32,113259.465,-24386.055,88873.41,113443.965,-24486.05,88957.915,"2e kamerlid",1885,"nb",1808,77,"Thorbeckiaan","liberal","24-04-1862","17-09-1871",1862,1871,9,91754.2596477931,91667.0982781552,0,0
"390","Jan Thomassen � Thuessink van der Hoop van Slochteren","Abraham Johan Thomassen � Thuessink van der Hoop van Slochteren","01357",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Abraham Johan Thomassen à Thuessink van der Hoop van Slochteren","Thomassen à Thuessink van der Hoop van Slochteren","A.J.","Abraham Johan",NA,NA,"m","antirevolutionair","1879-09-16","1882-03-18","1882","03","18",251484,2760,5558,17753,0,100,0,2959,13202,-34185.02,293906.3,-34185.02,25921.28,293906.3,-34185.02,283661.52,"2e kamerlid",1882,"gr",1838,44,"antirevolutionair","conservatief","16-09-1879","18-03-1882",1879,1882,3,239054.448309736,21845.0401375632,1,1
"391","Willem Caspar Joseph Passtoors","Willem Caspar Joseph Passtoors","01020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,"Willem Caspar Joseph Passtoors","Passtoors","W.C.J.","Willem Caspar Joseph",NA,NA,"m","Rooms-Katholieken;Algemeene Bond (RKSP)","1901-03-05","1913-09-15","1913","09","15",0,0,0,2130,0,3422,85,3400,11032,-714,20070.01,-393.59,9323.305,10035.005,-711.7,9323.305,"2e kamerlid",1916,"nb",1856,60,"Rooms-Katholieken;Algemeene Bond (RKSP)","conservatief","05-03-1901","15-09-1913",1901,1913,12,7130.39321769555,7130.39321769555,0,1
"392","Gerard Anton van Hamel","Gerard Anton Hamel","00517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Gerard Anton Hamel","Hamel","G.A.","Gerard Anton",NA,"van","m","Liberale Unie","1909-09-21","1917-02-28","1917","02","28",0,1512,4909,70666,13658,27571.6,0,1206,2212,-35554.73,101271.71,-35554.73,65716.68,101271.41,-35554.773,65716.68,"2e kamerlid, gedeputeerde",1917,"nh",1842,75,"Liberale Unie","liberal","21-09-1909","28-02-1917",1909,1917,8,47846.8984243387,47846.8984243387,1,1
"393","Fridolin Marinus Knobel","Fridolin Marinus Knobel","00709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Fridolin Marinus Knobel","Knobel","F.M.","Fridolin Marinus",NA,NA,"m","Vrij-Liberalen","1913-09-16","1918-09-16","1918","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Wolter Robert van Ho�vell","Wolter Robert Ho�vell","00587",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wolter Robert Hoëvell","Hoëvell","W.R.","Wolter Robert",NA,"baron van","m","Thorbeckiaan","1849-11-19","1862-06-30","1862","06","30",11512.98,1131.91,11755.62,1476.66,23171.825,15485.71,5472,465,4852.125,-4392.03,74790.24,-4624.25,70166.59,38233.86,-2575.45,35658.425,"2e kamerlid",1879,"zh",1812,67,"Thorbeckiaan","liberal","19-11-1849","30-06-1862",1849,1862,13,30488.2162956059,59992.9518099887,0,0
"395","Antony Moens","Antony Moens","00931",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antony Moens","Moens","A.","Antony",NA,NA,"m","liberaal;Kappeynianen","1866-09-20","1880-10-30","1880","10","30",0,0,0,0,0,0,0,0,1900,-150,1900,-150,1750,1900,-150,1750,"2e kamerlid",1899,"nh",1827,72,"liberaal;Kappeynianen","liberal","20-09-1866","30-10-1880",1866,1880,14,1981.06751734053,1981.06751734053,0,0
